,Dive_Site,Date,Day_of_Week,Time,Event,Current_Speed_(knots),Height (cm),Height (ft),Current_Station_Name,Current_Station_ID,Tide_Station_Name,Tide_Station_ID,Latitude,Longitude,Moon Illuminated
9729,Alki,8/2/24,Friday,11:54:00, slack,0,,,HARBOR ISLAND WEST,PUG3095,,,47.5887069,-122.3800092,0.05
9730,Alki,8/2/24,Friday,13:54:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3096,,,47.5887069,-122.3800092,0.05
9731,Alki,8/2/24,Friday,18:11:00,High,,354,11.6,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.05
9732,Alki,8/2/24,Friday,18:18:00, slack,0,,,HARBOR ISLAND WEST,PUG3097,,,47.5887069,-122.3800092,0.05
9733,Alki,8/2/24,Friday,20:30:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3098,,,47.5887069,-122.3800092,0.05
9734,Alki,8/2/24,Friday,22:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3099,,,47.5887069,-122.3800092,0.05
9735,Alki,8/2/24,Friday,23:26:00,Low,,219,7.18,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.05
9768,Alki,8/3/24,Saturday,3:47:00,High,,306,10.03,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9769,Alki,8/3/24,Saturday,4:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3100,,,47.5887069,-122.3800092,0.01
9770,Alki,8/3/24,Saturday,9:12:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG3101,,,47.5887069,-122.3800092,0.01
9771,Alki,8/3/24,Saturday,10:52:00,Low,,-54,-1.78,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9772,Alki,8/3/24,Saturday,12:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3102,,,47.5887069,-122.3800092,0.01
9773,Alki,8/3/24,Saturday,14:36:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3103,,,47.5887069,-122.3800092,0.01
9774,Alki,8/3/24,Saturday,17:54:00, slack,0,,,HARBOR ISLAND WEST,PUG3104,,,47.5887069,-122.3800092,0.01
9775,Alki,8/3/24,Saturday,18:44:00,High,,353,11.59,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9776,Alki,8/3/24,Saturday,21:12:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3105,,,47.5887069,-122.3800092,0.01
9777,Alki,8/3/24,Saturday,23:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3106,,,47.5887069,-122.3800092,0.01
9812,Alki,8/4/24,Sunday,0:05:00,Low,,204,6.7,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0
9813,Alki,8/4/24,Sunday,4:36:00,High,,303,9.93,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0
9814,Alki,8/4/24,Sunday,5:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3107,,,47.5887069,-122.3800092,0
9815,Alki,8/4/24,Sunday,10:00:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG3108,,,47.5887069,-122.3800092,0
9816,Alki,8/4/24,Sunday,11:32:00,Low,,-48,-1.57,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0
9817,Alki,8/4/24,Sunday,13:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3109,,,47.5887069,-122.3800092,0
9818,Alki,8/4/24,Sunday,15:24:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3110,,,47.5887069,-122.3800092,0
9819,Alki,8/4/24,Sunday,18:18:00, slack,0,,,HARBOR ISLAND WEST,PUG3111,,,47.5887069,-122.3800092,0
9820,Alki,8/4/24,Sunday,19:10:00,High,,350,11.47,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0
9821,Alki,8/4/24,Sunday,21:54:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3112,,,47.5887069,-122.3800092,0
9858,Alki,8/5/24,Monday,0:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3113,,,47.5887069,-122.3800092,0.01
9859,Alki,8/5/24,Monday,0:40:00,Low,,189,6.2,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9860,Alki,8/5/24,Monday,2:54:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3114,,,47.5887069,-122.3800092,0.01
9861,Alki,8/5/24,Monday,5:22:00,High,,298,9.78,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9862,Alki,8/5/24,Monday,5:54:00, slack,0,,,HARBOR ISLAND WEST,PUG3115,,,47.5887069,-122.3800092,0.01
9863,Alki,8/5/24,Monday,10:42:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG3116,,,47.5887069,-122.3800092,0.01
9864,Alki,8/5/24,Monday,12:09:00,Low,,-36,-1.18,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9865,Alki,8/5/24,Monday,14:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3117,,,47.5887069,-122.3800092,0.01
9866,Alki,8/5/24,Monday,16:06:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3118,,,47.5887069,-122.3800092,0.01
9867,Alki,8/5/24,Monday,19:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3119,,,47.5887069,-122.3800092,0.01
9868,Alki,8/5/24,Monday,19:32:00,High,,346,11.36,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.01
9869,Alki,8/5/24,Monday,22:42:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3120,,,47.5887069,-122.3800092,0.01
9906,Alki,8/6/24,Tuesday,0:54:00, slack,0,,,HARBOR ISLAND WEST,PUG3121,,,47.5887069,-122.3800092,0.03
9907,Alki,8/6/24,Tuesday,1:13:00,Low,,172,5.64,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.03
9908,Alki,8/6/24,Tuesday,2:54:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3122,,,47.5887069,-122.3800092,0.03
9909,Alki,8/6/24,Tuesday,6:07:00,High,,291,9.55,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.03
9910,Alki,8/6/24,Tuesday,6:24:00, slack,0,,,HARBOR ISLAND WEST,PUG3123,,,47.5887069,-122.3800092,0.03
9911,Alki,8/6/24,Tuesday,11:30:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG3124,,,47.5887069,-122.3800092,0.03
9912,Alki,8/6/24,Tuesday,12:45:00,Low,,-17,-0.56,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.03
9913,Alki,8/6/24,Tuesday,14:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3125,,,47.5887069,-122.3800092,0.03
9914,Alki,8/6/24,Tuesday,16:54:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3126,,,47.5887069,-122.3800092,0.03
9915,Alki,8/6/24,Tuesday,19:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3127,,,47.5887069,-122.3800092,0.03
9916,Alki,8/6/24,Tuesday,19:52:00,High,,344,11.3,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.03
9917,Alki,8/6/24,Tuesday,23:30:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3128,,,47.5887069,-122.3800092,0.03
9953,Alki,8/7/24,Wednesday,1:36:00, slack,0,,,HARBOR ISLAND WEST,PUG3129,,,47.5887069,-122.3800092,0.08
9954,Alki,8/7/24,Wednesday,1:46:00,Low,,152,5,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.08
9955,Alki,8/7/24,Wednesday,3:30:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3130,,,47.5887069,-122.3800092,0.08
9956,Alki,8/7/24,Wednesday,6:52:00,High,,282,9.26,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.08
9957,Alki,8/7/24,Wednesday,7:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3131,,,47.5887069,-122.3800092,0.08
9958,Alki,8/7/24,Wednesday,12:06:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG3132,,,47.5887069,-122.3800092,0.08
9959,Alki,8/7/24,Wednesday,13:19:00,Low,,9,0.3,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.08
9960,Alki,8/7/24,Wednesday,15:24:00, slack,0,,,HARBOR ISLAND WEST,PUG3133,,,47.5887069,-122.3800092,0.08
9961,Alki,8/7/24,Wednesday,17:48:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3134,,,47.5887069,-122.3800092,0.08
9962,Alki,8/7/24,Wednesday,20:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3135,,,47.5887069,-122.3800092,0.08
9963,Alki,8/7/24,Wednesday,20:14:00,High,,344,11.27,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.08
9997,Alki,8/8/24,Thursday,0:12:00, ebb,-0.3,,,HARBOR ISLAND WEST,PUG3136,,,47.5887069,-122.3800092,0.13
9998,Alki,8/8/24,Thursday,2:20:00,Low,,131,4.29,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.13
9999,Alki,8/8/24,Thursday,2:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3137,,,47.5887069,-122.3800092,0.13
10000,Alki,8/8/24,Thursday,7:40:00,High,,272,8.93,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.13
10001,Alki,8/8/24,Thursday,7:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3138,,,47.5887069,-122.3800092,0.13
10002,Alki,8/8/24,Thursday,12:42:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG3139,,,47.5887069,-122.3800092,0.13
10003,Alki,8/8/24,Thursday,13:53:00,Low,,43,1.41,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.13
10004,Alki,8/8/24,Thursday,15:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3140,,,47.5887069,-122.3800092,0.13
10005,Alki,8/8/24,Thursday,18:18:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3141,,,47.5887069,-122.3800092,0.13
10006,Alki,8/8/24,Thursday,20:37:00,High,,342,11.21,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.13
10007,Alki,8/8/24,Thursday,20:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3142,,,47.5887069,-122.3800092,0.13
10044,Alki,8/9/24,Friday,0:48:00, ebb,-0.3,,,HARBOR ISLAND WEST,PUG3143,,,47.5887069,-122.3800092,0.21
10045,Alki,8/9/24,Friday,2:56:00,Low,,108,3.54,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.21
10046,Alki,8/9/24,Friday,3:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3144,,,47.5887069,-122.3800092,0.21
10047,Alki,8/9/24,Friday,8:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3145,,,47.5887069,-122.3800092,0.21
10048,Alki,8/9/24,Friday,8:33:00,High,,262,8.58,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.21
10049,Alki,8/9/24,Friday,13:18:00, ebb,-0.4,,,HARBOR ISLAND WEST,PUG3146,,,47.5887069,-122.3800092,0.21
10050,Alki,8/9/24,Friday,14:27:00,Low,,83,2.73,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.21
10051,Alki,8/9/24,Friday,16:06:00, slack,0,,,HARBOR ISLAND WEST,PUG3147,,,47.5887069,-122.3800092,0.21
10052,Alki,8/9/24,Friday,18:42:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3148,,,47.5887069,-122.3800092,0.21
10053,Alki,8/9/24,Friday,21:03:00,High,,337,11.05,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.21
10054,Alki,8/9/24,Friday,21:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3149,,,47.5887069,-122.3800092,0.21
10091,Alki,8/10/24,Saturday,1:36:00, ebb,-0.4,,,HARBOR ISLAND WEST,PUG3150,,,47.5887069,-122.3800092,0.29
10092,Alki,8/10/24,Saturday,3:35:00,Low,,86,2.82,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.29
10093,Alki,8/10/24,Saturday,4:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3151,,,47.5887069,-122.3800092,0.29
10094,Alki,8/10/24,Saturday,9:31:00,High,,253,8.29,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.29
10095,Alki,8/10/24,Saturday,9:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3152,,,47.5887069,-122.3800092,0.29
10096,Alki,8/10/24,Saturday,13:48:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3153,,,47.5887069,-122.3800092,0.29
10097,Alki,8/10/24,Saturday,15:03:00,Low,,127,4.18,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.29
10098,Alki,8/10/24,Saturday,16:18:00, slack,0,,,HARBOR ISLAND WEST,PUG3154,,,47.5887069,-122.3800092,0.29
10099,Alki,8/10/24,Saturday,18:12:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3155,,,47.5887069,-122.3800092,0.29
10100,Alki,8/10/24,Saturday,21:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3156,,,47.5887069,-122.3800092,0.29
10101,Alki,8/10/24,Saturday,21:31:00,High,,328,10.77,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.29
10136,Alki,8/11/24,Sunday,2:24:00, ebb,-0.4,,,HARBOR ISLAND WEST,PUG3157,,,47.5887069,-122.3800092,0.38
10137,Alki,8/11/24,Sunday,4:18:00,Low,,66,2.17,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.38
10138,Alki,8/11/24,Sunday,6:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3158,,,47.5887069,-122.3800092,0.38
10139,Alki,8/11/24,Sunday,10:40:00,High,,248,8.13,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.38
10140,Alki,8/11/24,Sunday,11:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3159,,,47.5887069,-122.3800092,0.38
10141,Alki,8/11/24,Sunday,14:30:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG3160,,,47.5887069,-122.3800092,0.38
10142,Alki,8/11/24,Sunday,15:42:00,Low,,172,5.65,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.38
10143,Alki,8/11/24,Sunday,16:36:00, slack,0,,,HARBOR ISLAND WEST,PUG3161,,,47.5887069,-122.3800092,0.38
10144,Alki,8/11/24,Sunday,18:12:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3162,,,47.5887069,-122.3800092,0.38
10145,Alki,8/11/24,Sunday,21:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3163,,,47.5887069,-122.3800092,0.38
10146,Alki,8/11/24,Sunday,22:00:00,High,,317,10.39,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.38
10181,Alki,8/12/24,Monday,3:24:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG3164,,,47.5887069,-122.3800092,0.47
10182,Alki,8/12/24,Monday,5:05:00,Low,,49,1.6,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
10183,Alki,8/12/24,Monday,7:06:00, slack,0,,,HARBOR ISLAND WEST,PUG3165,,,47.5887069,-122.3800092,0.47
10184,Alki,8/12/24,Monday,9:48:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3166,,,47.5887069,-122.3800092,0.47
10185,Alki,8/12/24,Monday,12:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3167,,,47.5887069,-122.3800092,0.47
10186,Alki,8/12/24,Monday,12:06:00,High,,250,8.2,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
10187,Alki,8/12/24,Monday,16:31:00,Low,,214,7.01,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
10188,Alki,8/12/24,Monday,17:06:00, slack,0,,,HARBOR ISLAND WEST,PUG3168,,,47.5887069,-122.3800092,0.47
10189,Alki,8/12/24,Monday,18:42:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3169,,,47.5887069,-122.3800092,0.47
10190,Alki,8/12/24,Monday,21:54:00, slack,0,,,HARBOR ISLAND WEST,PUG3170,,,47.5887069,-122.3800092,0.47
10191,Alki,8/12/24,Monday,22:33:00,High,,304,9.98,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
10225,Alki,8/13/24,Tuesday,4:18:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG3171,,,47.5887069,-122.3800092,0.57
10226,Alki,8/13/24,Tuesday,5:58:00,Low,,32,1.06,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.57
10227,Alki,8/13/24,Tuesday,8:06:00, slack,0,,,HARBOR ISLAND WEST,PUG3172,,,47.5887069,-122.3800092,0.57
10228,Alki,8/13/24,Tuesday,10:24:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3173,,,47.5887069,-122.3800092,0.57
10229,Alki,8/13/24,Tuesday,12:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3174,,,47.5887069,-122.3800092,0.57
10230,Alki,8/13/24,Tuesday,14:05:00,High,,265,8.68,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.57
10231,Alki,8/13/24,Tuesday,17:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3175,,,47.5887069,-122.3800092,0.57
10232,Alki,8/13/24,Tuesday,17:53:00,Low,,247,8.09,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.57
10233,Alki,8/13/24,Tuesday,19:24:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3176,,,47.5887069,-122.3800092,0.57
10234,Alki,8/13/24,Tuesday,22:24:00, slack,0,,,HARBOR ISLAND WEST,PUG3177,,,47.5887069,-122.3800092,0.57
10235,Alki,8/13/24,Tuesday,23:15:00,High,,293,9.62,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.57
10270,Alki,8/14/24,Wednesday,5:12:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG3178,,,47.5887069,-122.3800092,0.67
10271,Alki,8/14/24,Wednesday,6:55:00,Low,,14,0.47,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.67
10272,Alki,8/14/24,Wednesday,9:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3179,,,47.5887069,-122.3800092,0.67
10273,Alki,8/14/24,Wednesday,11:06:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3180,,,47.5887069,-122.3800092,0.67
10274,Alki,8/14/24,Wednesday,13:36:00, slack,0,,,HARBOR ISLAND WEST,PUG3181,,,47.5887069,-122.3800092,0.67
10275,Alki,8/14/24,Wednesday,15:42:00,High,,289,9.47,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.67
10276,Alki,8/14/24,Wednesday,18:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3182,,,47.5887069,-122.3800092,0.67
10277,Alki,8/14/24,Wednesday,19:55:00,Low,,261,8.56,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.67
10278,Alki,8/14/24,Wednesday,23:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3183,,,47.5887069,-122.3800092,0.67
10310,Alki,8/15/24,Thursday,0:11:00,High,,287,9.43,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.76
10311,Alki,8/15/24,Thursday,6:12:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG3184,,,47.5887069,-122.3800092,0.76
10312,Alki,8/15/24,Thursday,7:54:00,Low,,-7,-0.22,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.76
10313,Alki,8/15/24,Thursday,9:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3185,,,47.5887069,-122.3800092,0.76
10314,Alki,8/15/24,Thursday,11:42:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3186,,,47.5887069,-122.3800092,0.76
10315,Alki,8/15/24,Thursday,14:24:00, slack,0,,,HARBOR ISLAND WEST,PUG3187,,,47.5887069,-122.3800092,0.76
10316,Alki,8/15/24,Thursday,16:31:00,High,,310,10.18,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.76
10317,Alki,8/15/24,Thursday,19:54:00, slack,0,,,HARBOR ISLAND WEST,PUG3188,,,47.5887069,-122.3800092,0.76
10318,Alki,8/15/24,Thursday,21:21:00,Low,,257,8.43,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.76
10352,Alki,8/16/24,Friday,0:18:00, slack,0,,,HARBOR ISLAND WEST,PUG3189,,,47.5887069,-122.3800092,0.85
10353,Alki,8/16/24,Friday,1:16:00,High,,289,9.49,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.85
10354,Alki,8/16/24,Friday,7:12:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG3190,,,47.5887069,-122.3800092,0.85
10355,Alki,8/16/24,Friday,8:49:00,Low,,-30,-1,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.85
10356,Alki,8/16/24,Friday,10:30:00, slack,0,,,HARBOR ISLAND WEST,PUG3191,,,47.5887069,-122.3800092,0.85
10357,Alki,8/16/24,Friday,12:24:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3192,,,47.5887069,-122.3800092,0.85
10358,Alki,8/16/24,Friday,15:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3193,,,47.5887069,-122.3800092,0.85
10359,Alki,8/16/24,Friday,17:05:00,High,,326,10.7,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.85
10360,Alki,8/16/24,Friday,19:24:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG3194,,,47.5887069,-122.3800092,0.85
10361,Alki,8/16/24,Friday,21:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3195,,,47.5887069,-122.3800092,0.85
10362,Alki,8/16/24,Friday,22:06:00,Low,,245,8.05,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.85
10395,Alki,8/17/24,Saturday,2:19:00,High,,298,9.79,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.92
10396,Alki,8/17/24,Saturday,2:24:00, slack,0,,,HARBOR ISLAND WEST,PUG3196,,,47.5887069,-122.3800092,0.92
10397,Alki,8/17/24,Saturday,8:06:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG3197,,,47.5887069,-122.3800092,0.92
10398,Alki,8/17/24,Saturday,9:39:00,Low,,-53,-1.75,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.92
10399,Alki,8/17/24,Saturday,11:24:00, slack,0,,,HARBOR ISLAND WEST,PUG3198,,,47.5887069,-122.3800092,0.92
10400,Alki,8/17/24,Saturday,13:24:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3199,,,47.5887069,-122.3800092,0.92
10401,Alki,8/17/24,Saturday,16:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3200,,,47.5887069,-122.3800092,0.92
10402,Alki,8/17/24,Saturday,17:33:00,High,,338,11.08,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.92
10403,Alki,8/17/24,Saturday,20:18:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG3201,,,47.5887069,-122.3800092,0.92
10404,Alki,8/17/24,Saturday,22:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3202,,,47.5887069,-122.3800092,0.92
10405,Alki,8/17/24,Saturday,22:41:00,Low,,227,7.46,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.92
10406,Alki,8/17/24,Saturday,23:36:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3203,,,47.5887069,-122.3800092,0.92
10441,Alki,8/18/24,Sunday,3:17:00,High,,311,10.2,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.97
10442,Alki,8/18/24,Sunday,3:42:00, slack,0,,,HARBOR ISLAND WEST,PUG3204,,,47.5887069,-122.3800092,0.97
10443,Alki,8/18/24,Sunday,8:54:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG3205,,,47.5887069,-122.3800092,0.97
10444,Alki,8/18/24,Sunday,10:27:00,Low,,-69,-2.28,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.97
10445,Alki,8/18/24,Sunday,12:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3206,,,47.5887069,-122.3800092,0.97
10446,Alki,8/18/24,Sunday,14:18:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3207,,,47.5887069,-122.3800092,0.97
10447,Alki,8/18/24,Sunday,17:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3208,,,47.5887069,-122.3800092,0.97
10448,Alki,8/18/24,Sunday,17:59:00,High,,347,11.38,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.97
10449,Alki,8/18/24,Sunday,21:06:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3209,,,47.5887069,-122.3800092,0.97
10450,Alki,8/18/24,Sunday,23:06:00, slack,0,,,HARBOR ISLAND WEST,PUG3210,,,47.5887069,-122.3800092,0.97
10451,Alki,8/18/24,Sunday,23:17:00,Low,,202,6.63,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.97
10485,Alki,8/19/24,Monday,1:00:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3211,,,47.5887069,-122.3800092,1
10486,Alki,8/19/24,Monday,4:12:00,High,,322,10.57,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
10487,Alki,8/19/24,Monday,4:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3212,,,47.5887069,-122.3800092,1
10488,Alki,8/19/24,Monday,9:42:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG3213,,,47.5887069,-122.3800092,1
10489,Alki,8/19/24,Monday,11:12:00,Low,,-74,-2.44,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
10490,Alki,8/19/24,Monday,13:00:00, slack,0,,,HARBOR ISLAND WEST,PUG3214,,,47.5887069,-122.3800092,1
10491,Alki,8/19/24,Monday,15:00:00, flood,0.2,,,HARBOR ISLAND WEST,PUG3215,,,47.5887069,-122.3800092,1
10492,Alki,8/19/24,Monday,18:25:00,High,,355,11.66,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
10493,Alki,8/19/24,Monday,19:12:00, slack,0,,,HARBOR ISLAND WEST,PUG3216,,,47.5887069,-122.3800092,1
10494,Alki,8/19/24,Monday,22:06:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG3217,,,47.5887069,-122.3800092,1
10495,Alki,8/19/24,Monday,23:56:00,Low,,170,5.57,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
10530,Alki,8/20/24,Tuesday,0:18:00, slack,0,,,HARBOR ISLAND WEST,PUG3218,,,47.5887069,-122.3800092,0.99
10531,Alki,8/20/24,Tuesday,2:24:00, flood,0.1,,,HARBOR ISLAND WEST,PUG3219,,,47.5887069,-122.3800092,0.99
10532,Alki,8/20/24,Tuesday,5:07:00,High,,328,10.77,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.99
10533,Alki,8/20/24,Tuesday,5:48:00, slack,0,,,HARBOR ISLAND WEST,PUG3220,,,47.5887069,-122.3800092,0.99
